mic	X1	X2	value
30	LUC7L3	PELI1	0.7783
1	MED30	PELI1	0.6078
8	OCRL	PELI1	0.5588
9	PDZRN3	PELI1	0.5246
1	PLEKHH2	PELI1	0.925
35	PPARG	PELI1	0.634
27	PSD3	PELI1	0.5128
23	RALGAPA1	PELI1	0.8536
27	RHOBTB3	PELI1	0.6647
12	RILPL1	PELI1	0.6055
8	RPH3AL	PELI1	0.5603
8	SCRG1	PELI1	0.9183
10	SFMBT2	PELI1	0.8721
21	SLC22A3	PELI1	0.8312
34	SLC35F5	PELI1	0.5866
32	SLC6A6	PELI1	0.6139
13	SNCAIP	PELI1	0.6278
24	STXBP4	PELI1	0.6813
13	TMEM161B	PELI1	0.6071
7	TPTE2P3	PELI1	0.5015
1	TRMU	PELI1	0.5284
15	VPS35	PELI1	0.6216
18	ZFPM2	PELI1	0.6336
11	ZFY	PELI1	0.6976
37	ZNF292	PELI1	0.8866
1	AK2	PERP	0.7215
5	DTL	PERP	0.5278
2	GRHL2	PERP	0.5278
1	HUNK	PERP	0.8675
3	LAMP1	PERP	0.6447
1	TCF7L2	PERP	0.9151
3	UGT8	PERP	0.5517
1	ZNF707	PERP	0.7785
2	FBXO31	PERP	0.6276
3	MOB1B	PERP	0.5198
3	PELI2	PERP	0.5497
14	LAMP1	PFKP	0.6187
1	ASXL3	PFKP	0.5069
5	HSDL2	PFKP	0.5141
12	MOB1B	PFKP	0.7145
13	OCRL	PFKP	0.5516
10	PPARG	PFKP	0.5483
9	STAMBPL1	PFKP	0.5225
3	TMEM161B	PFKP	0.5498
1	DDAH1	PHLDA2	0.5593
1	HSDL2	PHLDA2	0.677
1	PLEKHH2	PHLDA2	0.6119
2	PPARG	PHLDA2	0.6073
1	RALGAPA1	PHLDA2	0.528
1	SCRG1	PHLDA2	0.5329
1	ZNF292	PHLDA2	0.7249
2	AP1S1	PKN1	0.744
1	AURKA	PKN1	0.6168
1	FADS2	PKN1	0.8476
5	HDGF	PKN1	0.7706
2	KRT7	PKN1	0.5022
2	LMNB1	PKN1	0.5332
1	RAB5C	PKN1	0.6219
4	RAPGEF5	PKN1	0.609
2	SCNN1A	PKN1	0.5606
1	SKA3	PKN1	0.674
6	STK35	PKN1	0.7492
4	WNK1	PKN1	0.7732
4	ZNF608	PKN1	0.5481
2	ATXN3	PKN1	0.5458
2	ELF2	PKN1	0.56
4	SLC35F5	PKN1	0.5135
1	TMEM50B	PKN1	0.6564
1	ZNF66	PKN1	0.6686
2	ZNF93	PKN1	0.629
1	CFL1	PKP3	0.6595
1	COL1A2	PKP3	0.6113
1	PSD3	PKP3	0.742
1	TMEM161B	PKP3	0.5403
2	AK2	PKP4	0.5194
1	AURKA	PKP4	0.5828
4	DTL	PKP4	0.6016
3	GRHL2	PKP4	0.6562
4	HDGF	PKP4	0.6454
1	HUNK	PKP4	0.6277
6	STK35	PKP4	0.5364
3	TCF7L2	PKP4	0.5114
3	UGT8	PKP4	0.8152
1	ZNF707	PKP4	0.7711
1	BVES	PLA2G7	0.5123
1	ATP8A1	PLA2G7	0.5438
1	TGFBR3	PLA2G7	0.5598
4	CFL1	PLAGL2	0.6683
22	COL1A2	PLAGL2	0.8533
7	KRT7	PLAGL2	0.6569
12	RAB5C	PLAGL2	0.5598
17	RACGAP1	PLAGL2	0.6191
60	WNK1	PLAGL2	0.7129
6	KANSL2	PLAGL2	0.5513
1	L3MBTL4	PLAGL2	0.8487
15	PPIG	PLAGL2	0.7698
40	PSD3	PLAGL2	0.575
14	RAD9B	PLAGL2	0.6769
62	SLC35F5	PLAGL2	0.5165
52	TGFBR3	PLAGL2	0.8534
30	TMEM50B	PLAGL2	0.77
26	TPTE2P3	PLAGL2	0.6954
28	ZNF483	PLAGL2	0.5591
6	ZNF569	PLAGL2	0.7496
2	CFL1	PLAU	0.6529
7	COL1A2	PLAU	0.899
1	KRT7	PLAU	0.5972
1	SEL1L3	PLAU	0.7107
3	ATP8A1	PLAU	0.8627
1	KANSL2	PLAU	0.5586
6	LRCH2	PLAU	0.5322
1	PLEKHH2	PLAU	0.5472
3	RAD9B	PLAU	0.5158
1	SFMBT2	PLAU	0.5476
5	SLC22A3	PLAU	0.5948
5	SNCAIP	PLAU	0.7491
4	TPTE2P3	PLAU	0.8213
1	LGALS3BP	PLK4	0.5304
1	SEL1L3	PLK4	0.7714
1	BVES	PNP	0.5197
3	COL1A2	PNP	0.6809
3	LGALS3BP	PNP	0.6886
3	ATP8A1	PNP	0.8484
3	SLC22A3	PNP	0.6048
2	SNCAIP	PNP	0.6852
1	TPTE2P3	PNP	0.5579
4	TRHDE	PNP	0.7264
1	CFL1	POC1A	0.5956
4	COL1A2	POC1A	0.5586
4	PSD3	POC1A	0.5566
2	SFMBT2	POC1A	0.6036
6	COL1A2	PODXL	0.6167
1	ASXL3	PODXL	0.6188
3	GPN3	PODXL	0.5412
4	KANSL2	PODXL	0.5016
7	MOB1B	PODXL	0.5282
16	PPARG	PODXL	0.5335
6	PSD3	PODXL	0.6872
14	TGFBR3	PODXL	0.5855
4	TMEM50B	PODXL	0.6399
4	TRHDE	PODXL	0.5098
1	VIM	PODXL	0.5261
3	ZNF483	PODXL	0.6739
3	DDAH1	PPIC	0.739
34	RASGRP1	PPIC	0.649
4	LRCH2	PPIC	0.5983
21	SLC22A3	PPIC	0.5275
43	ZNF292	PPIC	0.5028
1	AK2	PPIF	0.6108
5	GRHL2	PPIF	0.7101
18	PRKX	PPIF	0.5855
6	PTPRS	PPIF	0.8245
17	RAPGEF5	PPIF	0.5955
24	TCF7L2	PPIF	0.8952
11	ZNF707	PPIF	0.5888
18	AKT3	PPIF	0.5756
1	AQR	PPIF	0.6797
6	CNOT7	PPIF	0.5198
2	MBOAT2	PPIF	0.7242
6	MOB1B	PPIF	0.5512
3	OCRL	PPIF	0.6738
9	PELI2	PPIF	0.5988
3	PLEKHA5	PPIF	0.6797
25	REPS2	PPIF	0.642
19	RPS6KA6	PPIF	0.5163
13	TCTN1	PPIF	0.5999
15	TMEM161B	PPIF	0.6592
12	VPS35	PPIF	0.5068
2	COL1A2	PRAME	0.7003
4	SORT1	PRAME	0.5653
2	PPIG	PRAME	0.7105
8	SNCAIP	PRAME	0.5218
3	TPTE2P3	PRAME	0.5755
10	TRHDE	PRAME	0.6158
3	AK2	PRC1	0.6235
5	ATP1A1	PRC1	0.5498
3	DTL	PRC1	0.5249
3	HUNK	PRC1	0.7414
7	LAMP1	PRC1	0.6856
13	PTPRS	PRC1	0.5406
36	TCF7L2	PRC1	0.7457
22	TM9SF4	PRC1	0.6484
3	ZNF707	PRC1	0.5854
19	MOB1B	PRC1	0.5894
2	PELI2	PRC1	0.527
22	TMEM38B	PRC1	0.6272
16	TTC8	PRC1	0.5286
1	ACTR2	PREX1	0.8472
2	DDAH1	PREX1	0.7367
1	KRT7	PREX1	0.5427
1	NCAPG	PREX1	0.8525
8	RAB5C	PREX1	0.5156
7	SEL1L3	PREX1	0.6288
3	GPBP1	PREX1	0.6237
2	PLEKHH2	PREX1	0.7158
13	RALGAPA1	PREX1	0.5322
4	SCRG1	PREX1	0.7386
16	SFMBT2	PREX1	0.6085
15	SLC22A3	PREX1	0.5648
28	ZNF292	PREX1	0.6579
5	AK2	PRKAA2	0.5893
11	ATP1A1	PRKAA2	0.6066
7	DTL	PRKAA2	0.7885
6	PFKFB4	PRKAA2	0.6336
19	TM9SF4	PRKAA2	0.7766
59	UGT8	PRKAA2	0.814
8	ZNF707	PRKAA2	0.5021
56	TMEM38B	PRKAA2	0.7085
60	TRHDE	PRKAA2	0.5433
25	TTC8	PRKAA2	0.5503
2	LGALS3BP	PRKCD	0.6095
5	ATP8A1	PRKCD	0.6738
5	LRCH2	PRKCD	0.5588
14	SLC22A3	PRKCD	0.6276
14	SNCAIP	PRKCD	0.5723
14	TRHDE	PRKCD	0.7061
2	AURKA	PRKCI	0.5707
23	GRHL2	PRKCI	0.6112
8	NUSAP1	PRKCI	0.57
11	ULK4	PRKCI	0.5038
2	DDAH1	PRKCQ	0.5384
3	LAMP1	PRKCQ	0.597
12	RASGRP1	PRKCQ	0.5051
2	MOB1B	PRKCQ	0.5989
1	OCRL	PRKCQ	0.6581
19	TMEM161B	PRKCQ	0.6751
27	ZNF292	PRKCQ	0.8131
3	RACGAP1	PROC	0.7078
6	SORT1	PROC	0.7196
3	WNK1	PROC	0.8056
1	PPIG	PROC	0.6092
3	TPTE2P3	PROC	0.5189
4	AURKA	PRRC2A	0.8973
1	CCDC146	PRRC2A	0.7733
2	FADS2	PRRC2A	0.6369
3	GRHL2	PRRC2A	0.7903
15	HDGF	PRRC2A	0.6347
1	KIF15	PRRC2A	0.7117
9	PRR5-ARHGAP8	PRRC2A	0.8301
11	PTPRS	PRRC2A	0.6115
21	RAPGEF5	PRRC2A	0.5102
35	STK35	PRRC2A	0.881
29	ZNF608	PRRC2A	0.5361
2	ZNF707	PRRC2A	0.5714
3	FBXO31	PRRC2A	0.5315
1	TRMU	PRRC2A	0.5455
19	TRPC1	PRRC2A	0.5394
7	ZNF93	PRRC2A	0.5208
1	CFL1	PSMA5	0.629
4	COL1A2	PSMA5	0.8405
2	KRT7	PSMA5	0.6297
1	LGALS3BP	PSMA5	0.5032
16	SEL1L3	PSMA5	0.8222
19	SORT1	PSMA5	0.5404
26	WNK1	PSMA5	0.6288
2	ATP8A1	PSMA5	0.7835
11	PPIG	PSMA5	0.5957
8	SNCAIP	PSMA5	0.6374
6	TPTE2P3	PSMA5	0.8324
8	ZNF569	PSMA5	0.5928
10	DDAH1	PSMB2	0.6046
23	GRHL2	PSMB2	0.5739
17	LAMP1	PSMB2	0.5501
18	RASGRP1	PSMB2	0.8539
4	ZNF707	PSMB2	0.6731
4	ACTR2	PSMB9	0.6493
2	DDAH1	PSMB9	0.7346
1	GPBP1	PSMB9	0.6274
1	GPN3	PSMB9	0.5625
2	HSDL2	PSMB9	0.6997
4	PLEKHH2	PSMB9	0.713
9	RALGAPA1	PSMB9	0.588
14	SCRG1	PSMB9	0.6972
5	SFMBT2	PSMB9	0.603
9	SLC22A3	PSMB9	0.6078
11	TMEM161B	PSMB9	0.5547
11	ZNF292	PSMB9	0.926
3	CFL1	PSMC4	0.6685
4	COL1A2	PSMC4	0.8176
3	KRT7	PSMC4	0.7101
5	RACGAP1	PSMC4	0.7006
4	SEL1L3	PSMC4	0.5819
12	WNK1	PSMC4	0.8303
1	PPIG	PSMC4	0.7464
3	RAD9B	PSMC4	0.5324
12	SLC35F5	PSMC4	0.5111
4	TGFBR3	PSMC4	0.667
3	TPTE2P3	PSMC4	0.7448
12	SEL1L3	PSMD14	0.6484
11	SORT1	PSMD14	0.8766
7	ULK4	PSMD14	0.5488
4	COL1A2	PSMD2	0.5513
3	ATP8A1	PSMD2	0.5907
4	KANSL2	PSMD2	0.6215
5	MOB1B	PSMD2	0.5165
12	PPARG	PSMD2	0.6553
11	PSD3	PSMD2	0.6001
5	RAD9B	PSMD2	0.5585
9	SLC22A3	PSMD2	0.5459
7	SNCAIP	PSMD2	0.5771
6	STAMBPL1	PSMD2	0.5735
9	TRHDE	PSMD2	0.7499
3	VIM	PSMD2	0.7405
5	ZNF483	PSMD2	0.6399
4	COL1A2	PSMD8	0.5379
3	FADS2	PSMD8	0.8072
7	HDGF	PSMD8	0.6199
2	KRT7	PSMD8	0.5114
16	RACGAP1	PSMD8	0.684
32	WNK1	PSMD8	0.7264
2	PPIG	PSMD8	0.7531
13	TGFBR3	PSMD8	0.7699
9	TMEM50B	PSMD8	0.6763
5	TRPC1	PSMD8	0.6708
4	ZNF569	PSMD8	0.7701
5	BVES	PSME3	0.7193
9	ITGA3	PSME3	0.5958
7	LGALS3BP	PSME3	0.6189
46	TM9SF4	PSME3	0.6268
15	ATP8A1	PSME3	0.6556
44	TRHDE	PSME3	0.9444
22	VIM	PSME3	0.5061
31	COL1A2	PSME4	0.8386
6	LGALS3BP	PSME4	0.6337
24	SEL1L3	PSME4	0.6958
12	ATP8A1	PSME4	0.8947
15	PPIG	PSME4	0.6265
18	RAD9B	PSME4	0.5127
24	SNCAIP	PSME4	0.6559
10	TPTE2P3	PSME4	0.7195
53	TRHDE	PSME4	0.5882
1	DDAH1	PSMG1	0.5926
2	ATP8A1	PSMG1	0.539
1	LRCH2	PSMG1	0.5156
1	PLEKHH2	PSMG1	0.6246
6	RALGAPA1	PSMG1	0.5052
3	SCRG1	PSMG1	0.5343
7	SFMBT2	PSMG1	0.5535
4	SLC22A3	PSMG1	0.6982
2	SNCAIP	PSMG1	0.582
11	ZNF292	PSMG1	0.5831
1	SEL1L3	PSMG3	0.7446
3	SORT1	PSMG3	0.5939
2	ATP8A1	PTAFR	0.6811
3	PLEKHH2	PTAFR	0.5722
12	SFMBT2	PTAFR	0.524
6	SLC22A3	PTAFR	0.6434
6	SNCAIP	PTAFR	0.6499
9	TRHDE	PTAFR	0.6469
3	COL1A2	PTGDS	0.6058
1	PFKFB4	PTGDS	0.5609
4	TM9SF4	PTGDS	0.6516
3	ATP8A1	PTGDS	0.5678
1	KANSL2	PTGDS	0.5352
2	PPIG	PTGDS	0.5324
3	RAD9B	PTGDS	0.6068
1	STAMBPL1	PTGDS	0.5118
2	TGFBR3	PTGDS	0.6843
3	TRHDE	PTGDS	0.8629
2	ZNF483	PTGDS	0.63
1	BVES	PTGER4	0.7704
7	ITGA3	PTGER4	0.5898
4	LGALS3BP	PTGER4	0.9057
13	SEL1L3	PTGER4	0.706
24	SORT1	PTGER4	0.5262
3	ULK4	PTGER4	0.6666
16	ATP8A1	PTGER4	0.6286
1	AK2	PTGES2	0.741
5	PRKX	PTGES2	0.5002
3	PRR5-ARHGAP8	PTGES2	0.534
2	PTPRS	PTGES2	0.8448
11	RAPGEF5	PTGES2	0.5663
14	TCF7L2	PTGES2	0.9479
6	UGT8	PTGES2	0.5309
2	ZNF707	PTGES2	0.7288
1	FBXO31	PTGES2	0.8151
6	MBOAT2	PTGES2	0.5951
2	MOB1B	PTGES2	0.5408
1	PELI2	PTGES2	0.6886
6	PLEKHA5	PTGES2	0.682
6	REPS2	PTGES2	0.5854
9	TMEM38B	PTGES2	0.5831
1	BVES	PTGS1	0.6171
12	COL1A2	PTGS1	0.7383
5	ITGA3	PTGS1	0.5663
4	LGALS3BP	PTGS1	0.6046
2	PFKFB4	PTGS1	0.5629
20	TM9SF4	PTGS1	0.5773
4	ATP8A1	PTGS1	0.7217
13	PPIG	PTGS1	0.5331
36	TGFBR3	PTGS1	0.5134
42	TRHDE	PTGS1	0.8307
11	LAMP1	PTK2B	0.5966
9	RASGRP1	PTK2B	0.5235
18	CNOT7	PTK2B	0.5031
3	HSDL2	PTK2B	0.6413
2	MBOAT2	PTK2B	0.533
15	MOB1B	PTK2B	0.5849
11	OCRL	PTK2B	0.6602
11	TMEM161B	PTK2B	0.6989
26	ZNF292	PTK2B	0.8069
18	ACTR2	PTPN22	0.5024
8	DDAH1	PTPN22	0.7906
4	LGALS3BP	PTPN22	0.5947
17	LRCH2	PTPN22	0.5675
1	MED30	PTPN22	0.5612
6	PLEKHH2	PTPN22	0.6706
12	SCRG1	PTPN22	0.6168
21	SFMBT2	PTPN22	0.5595
16	SLC22A3	PTPN22	0.6703
15	SNCAIP	PTPN22	0.5075
49	ZNF292	PTPN22	0.6724
1	ATP8A1	PTPN6	0.7497
1	KANSL2	PTPN6	0.5841
3	RAD9B	PTPN6	0.6335
1	SNCAIP	PTPN6	0.5714
6	TGFBR3	PTPN6	0.674
3	TRHDE	PTPN6	0.7378
3	ZNF483	PTPN6	0.5249
4	GRHL2	PTPRF	0.7317
3	PRR5-ARHGAP8	PTPRF	0.5553
13	PTPRS	PTPRF	0.5135
15	RASGRP1	PTPRF	0.7341
57	TCF7L2	PTPRF	0.5327
7	ZNF707	PTPRF	0.856
3	LAMP1	PUF60	0.5197
1	RASGRP1	PUF60	0.7403
5	CFL1	PXDN	0.5688
32	COL1A2	PXDN	0.6515
12	ENC1	PXDN	0.5078
13	ATP8A1	PXDN	0.5637
4	GPN3	PXDN	0.5712
6	HSDL2	PXDN	0.511
10	KANSL2	PXDN	0.558
7	PLEKHH2	PXDN	0.6706
77	PPARG	PXDN	0.6112
45	PSD3	PXDN	0.6194
18	RALGAPA1	PXDN	0.6054
12	SCRG1	PXDN	0.5429
30	SFMBT2	PXDN	0.6248
36	SLC22A3	PXDN	0.6677
27	SNCAIP	PXDN	0.6499
12	TPTE2P3	PXDN	0.5286
20	COL1A2	RALA	0.7802
18	SEL1L3	RALA	0.6701
27	SORT1	RALA	0.5499
8	ATP8A1	RALA	0.8217
16	PPIG	RALA	0.8054
12	RAD9B	RALA	0.5415
35	SNCAIP	RALA	0.565
34	TGFBR3	RALA	0.5845
20	TPTE2P3	RALA	0.7068
3	CFL1	RFX5	0.6767
19	COL1A2	RFX5	0.9213
5	KRT7	RFX5	0.6767
9	RAB5C	RFX5	0.5178
29	RACGAP1	RFX5	0.5387
64	WNK1	RFX5	0.6517
12	ATP8A1	RFX5	0.5405
4	KANSL2	RFX5	0.5964
1	L3MBTL4	RFX5	0.8478
12	PPIG	RFX5	0.7571
51	PSD3	RFX5	0.5874
8	RAD9B	RFX5	0.6937
59	TGFBR3	RFX5	0.848
30	TMEM50B	RFX5	0.7274
15	TPTE2P3	RFX5	0.7314
23	ZNF483	RFX5	0.5808
14	ZNF569	RFX5	0.6781
6	AK2	RHOH	0.6052
3	DTL	RHOH	0.7225
5	GRHL2	RHOH	0.6253
1	HUNK	RHOH	0.6717
5	LAMP1	RHOH	0.5108
5	PRR5-ARHGAP8	RHOH	0.736
6	RASGRP1	RHOH	0.5633
28	TCF7L2	RHOH	0.6464
22	UGT8	RHOH	0.7623
8	ZNF707	RHOH	0.9232
1	BVES	RIPK2	0.533
4	DDAH1	RIPK2	0.5744
7	LAMP1	RIPK2	0.5484
1	LGALS3BP	RIPK2	0.5376
13	RASGRP1	RIPK2	0.7929
13	COL1A2	RIPK3	0.5565
3	DDAH1	RIPK3	0.5515
2	LGALS3BP	RIPK3	0.7427
5	SEL1L3	RIPK3	0.6297
3	ATP8A1	RIPK3	0.7363
5	LRCH2	RIPK3	0.6336
5	SCRG1	RIPK3	0.5212
18	SFMBT2	RIPK3	0.5421
7	SLC22A3	RIPK3	0.6849
8	SNCAIP	RIPK3	0.6641
2	TPTE2P3	RIPK3	0.553
4	BVES	RNF144B	0.6488
1	LGALS3BP	RNF144B	0.6453
33	RASGRP1	RNF144B	0.5323
15	LRCH2	RNF144B	0.5043
16	ACTR2	RPS6KA3	0.5656
19	COL1A2	RPS6KA3	0.7128
4	KRT7	RPS6KA3	0.5823
4	NCAPG	RPS6KA3	0.6284
16	SEL1L3	RPS6KA3	0.6829
12	ATP8A1	RPS6KA3	0.6658
10	GPBP1	RPS6KA3	0.586
17	LRCH2	RPS6KA3	0.6434
32	RALGAPA1	RPS6KA3	0.6685
12	SCRG1	RPS6KA3	0.7521
50	SFMBT2	RPS6KA3	0.7505
33	SLC22A3	RPS6KA3	0.7517
32	SNCAIP	RPS6KA3	0.7442
15	TPTE2P3	RPS6KA3	0.7958
6	COL1A2	RTKN	0.7014
2	PFKFB4	RTKN	0.5801
10	PPIG	RTKN	0.8411
8	RAD9B	RTKN	0.6581
17	TGFBR3	RTKN	0.958
15	TMEM50B	RTKN	0.7238
12	ZNF483	RTKN	0.6068
7	AK2	RTN3	0.6253
7	AP1S1	RTN3	0.5003
3	HUNK	RTN3	0.7061
20	PRKX	RTN3	0.6686
15	PTPRS	RTN3	0.5179
34	TCF7L2	RTN3	0.7051
6	AQR	RTN3	0.6806
5	FBXO31	RTN3	0.6502
8	MBOAT2	RTN3	0.5966
17	MOB1B	RTN3	0.7036
12	OCRL	RTN3	0.6691
10	PELI2	RTN3	0.7007
15	PLEKHA5	RTN3	0.6535
35	REPS2	RTN3	0.7515
21	TCTN1	RTN3	0.5226
10	TMEM161B	RTN3	0.607
20	TMEM38B	RTN3	0.5605
18	TMEM50B	RTN3	0.5343
1	RASGRP1	S100A14	0.6022
2	SLC22A3	S100A14	0.5576
3	ZNF292	S100A14	0.7365
5	DDAH1	SBNO2	0.6357
3	LGALS3BP	SBNO2	0.5925
4	ATP8A1	SBNO2	0.6008
4	LRCH2	SBNO2	0.5884
9	RALGAPA1	SBNO2	0.558
3	SCRG1	SBNO2	0.6294
11	SFMBT2	SBNO2	0.6287
8	SLC22A3	SBNO2	0.7345
8	SNCAIP	SBNO2	0.6473
12	ZNF292	SBNO2	0.5576
5	BVES	SCIN	0.7667
3	ITGA3	SCIN	0.5248
1	LGALS3BP	SCIN	0.8434
21	SEL1L3	SCIN	0.6786
30	SORT1	SCIN	0.5314
5	ULK4	SCIN	0.5872
5	ATP8A1	SCIN	0.7218
35	TRHDE	SCIN	0.5918
9	LAMP1	SCRIB	0.5193
2	RASGRP1	SCRIB	0.7833
17	ACTR2	SDC4	0.8138
6	AP1S1	SDC4	0.713
3	CFL1	SDC4	0.6279
11	ENC1	SDC4	0.5362
5	NCAPG	SDC4	0.518
9	RAB5C	SDC4	0.8241
8	SKA3	SDC4	0.731
33	AKT3	SDC4	0.5626
1	ARHGAP10	SDC4	0.5811
15	CNOT7	SDC4	0.5658
1	CRYM-AS1	SDC4	0.7551
17	ELF2	SDC4	0.6251
8	GPBP1	SDC4	0.8267
3	GPN3	SDC4	0.7272
4	HSDL2	SDC4	0.6811
2	HYKK	SDC4	0.5433
22	LUC7L3	SDC4	0.7645
9	MBOAT2	SDC4	0.6323
7	OCRL	SDC4	0.8035
7	PDZRN3	SDC4	0.5307
2	PLEKHH2	SDC4	0.6354
18	RALGAPA1	SDC4	0.5905
42	RHOBTB3	SDC4	0.5361
16	RILPL1	SDC4	0.5515
11	SCRG1	SDC4	0.6874
23	SFMBT2	SDC4	0.5592
33	SLC35F5	SDC4	0.5271
20	TCTN1	SDC4	0.6024
23	TMEM161B	SDC4	0.7553
2	TRMU	SDC4	0.6467
33	VPS35	SDC4	0.6511
16	ZFY	SDC4	0.6594
38	ZNF292	SDC4	0.857
11	ZNF66	SDC4	0.6148
11	ZNF93	SDC4	0.6189
3	RASGRP1	SDF2L1	0.5299
3	SLC22A3	SDF2L1	0.6132
1	BVES	SELL	0.5108
7	DDAH1	SELL	0.6319
9	SEL1L3	SELL	0.7317
8	ULK4	SELL	0.5783
10	ATP8A1	SELL	0.6194
8	LRCH2	SELL	0.6016
2	PLEKHH2	SELL	0.511
26	SLC22A3	SELL	0.5572
15	SNCAIP	SELL	0.521
13	ACTR2	SERPINB2	0.5235
2	DDAH1	SERPINB2	0.6707
1	GPBP1	SERPINB2	0.5059
3	HSDL2	SERPINB2	0.5287
1	MED30	SERPINB2	0.8262
12	RALGAPA1	SERPINB2	0.5844
3	SCRG1	SERPINB2	0.6428
12	SFMBT2	SERPINB2	0.6308
14	SLC22A3	SERPINB2	0.6853
12	SNCAIP	SERPINB2	0.5623
29	ZNF292	SERPINB2	0.6895
13	ACTR2	SERPINB9	0.6066
8	COL1A2	SERPINB9	0.679
4	DDAH1	SERPINB9	0.5219
2	KRT7	SERPINB9	0.5611
4	NCAPG	SERPINB9	0.6214
20	SEL1L3	SERPINB9	0.6284
8	ATP8A1	SERPINB9	0.6196
5	GPBP1	SERPINB9	0.6087
5	LRCH2	SERPINB9	0.6081
20	RALGAPA1	SERPINB9	0.6747
4	SCRG1	SERPINB9	0.7511
25	SFMBT2	SERPINB9	0.7511
29	SLC22A3	SERPINB9	0.7484
23	SNCAIP	SERPINB9	0.7221
10	TPTE2P3	SERPINB9	0.7378
10	PPARG	SFN	0.5456
6	RALGAPA1	SFN	0.5086
2	SCRG1	SFN	0.5261
4	SFMBT2	SFN	0.5339
4	SLC22A3	SFN	0.6451
7	ZNF292	SFN	0.6765
11	COL1A2	SGPL1	0.9062
4	KRT7	SGPL1	0.7137
39	RACGAP1	SGPL1	0.532
64	WNK1	SGPL1	0.6335
7	ATP8A1	SGPL1	0.5741
14	PPIG	SGPL1	0.7775
18	RAD9B	SGPL1	0.5626
70	TGFBR3	SGPL1	0.7619
13	TPTE2P3	SGPL1	0.6468
12	ZNF569	SGPL1	0.5472
8	LAMP1	SH3GLB1	0.6908
26	RASGRP1	SH3GLB1	0.6394
2	HSDL2	SH3GLB1	0.5867
16	MOB1B	SH3GLB1	0.5694
12	OCRL	SH3GLB1	0.5327
27	TMEM161B	SH3GLB1	0.5776
78	ZNF292	SH3GLB1	0.7057
15	COL1A2	SH3KBP1	0.7612
2	KRT7	SH3KBP1	0.5588
1	LGALS3BP	SH3KBP1	0.6947
6	NCAPG	SH3KBP1	0.5179
15	SEL1L3	SH3KBP1	0.8593
7	ATP8A1	SH3KBP1	0.8065
10	LRCH2	SH3KBP1	0.6015
1	PLEKHH2	SH3KBP1	0.552
20	SFMBT2	SH3KBP1	0.5279
25	SLC22A3	SH3KBP1	0.584
23	SNCAIP	SH3KBP1	0.6946
6	TPTE2P3	SH3KBP1	0.7695
5	COL1A2	SIGLEC1	0.6622
7	ATP8A1	SIGLEC1	0.8319
6	SLC22A3	SIGLEC1	0.5522
17	SNCAIP	SIGLEC1	0.6395
7	TPTE2P3	SIGLEC1	0.515
27	TRHDE	SIGLEC1	0.7425
1	LGALS3BP	SIGLEC5	0.8289
7	SEL1L3	SIGLEC5	0.6706
1	ULK4	SIGLEC5	0.5212
2	ATP8A1	SIGLEC5	0.7406
5	LRCH2	SIGLEC5	0.6179
4	SLC22A3	SIGLEC5	0.5725
4	SNCAIP	SIGLEC5	0.5685
17	TRHDE	SIGLEC5	0.5142
2	CFL1	SIGLEC7	0.5348
3	COL1A2	SIGLEC7	0.7155
2	ATP8A1	SIGLEC7	0.6134
2	KANSL2	SIGLEC7	0.5173
6	PPARG	SIGLEC7	0.5129
12	PSD3	SIGLEC7	0.5464
9	SFMBT2	SIGLEC7	0.5262
9	SLC22A3	SIGLEC7	0.5835
8	SNCAIP	SIGLEC7	0.6197
1	TPTE2P3	SIGLEC7	0.5183
2	TRHDE	SIGLEC7	0.5764
8	AK2	SIX1	0.7047
4	AP1S1	SIX1	0.5809
4	AURKA	SIX1	0.5581
3	FADS2	SIX1	0.8627
14	HDGF	SIX1	0.8718
4	HUNK	SIX1	0.8045
5	PRR5-ARHGAP8	SIX1	0.7121
30	RAPGEF5	SIX1	0.7008
40	STK35	SIX1	0.6519
58	TCF7L2	SIX1	0.6028
42	UGT8	SIX1	0.6666
1	AQR	SIX1	0.6278
12	ATXN3	SIX1	0.552
1	FAM210B	SIX1	0.5555
6	FBXO31	SIX1	0.6386
7	PELI2	SIX1	0.6365
22	PLEKHA5	SIX1	0.6013
44	REPS2	SIX1	0.5535
41	TMEM38B	SIX1	0.5951
25	TRPC1	SIX1	0.6973
2	AK2	SIX4	0.6034
2	AURKA	SIX4	0.5245
6	DTL	SIX4	0.5862
1	FADS2	SIX4	0.8633
10	HDGF	SIX4	0.8576
1	HUNK	SIX4	0.7221
2	PRR5-ARHGAP8	SIX4	0.8082
31	RAPGEF5	SIX4	0.5803
31	STK35	SIX4	0.6057
50	UGT8	SIX4	0.8149
65	TMEM38B	SIX4	0.5668
54	TRPC1	SIX4	0.5921
1	AK2	SKAP1	0.5751
3	RASGRP1	SKAP1	0.6207
9	TCF7L2	SKAP1	0.7215
10	TM9SF4	SKAP1	0.6613
2	ZNF707	SKAP1	0.7051
3	AK2	SLC15A2	0.5912
2	DTL	SLC15A2	0.735
1	HUNK	SLC15A2	0.7077
2	LAMP1	SLC15A2	0.585
4	PRR5-ARHGAP8	SLC15A2	0.5637
13	PTPRS	SLC15A2	0.51
24	RASGRP1	SLC15A2	0.525
33	TCF7L2	SLC15A2	0.6612
11	TM9SF4	SLC15A2	0.526
32	UGT8	SLC15A2	0.7926
